B1_FILIAL;B1_DESC;B1_UM;B1_LOCPAD;B1_PICM;B1_IPI;B1_POSIPI;B1_EX_NCM;B1_PESO;B1_ORIGEM;B1_CLASFIS;B1_YPARTNU;B1_LOCALIZ;B1_CEST;B1_TE;B1_GRTRIB;B1_GRUPO;B1_TIPO;B1_COD
010101;PRE-SFP-T - SFP, 1000M, copper, 100m;PC;01;0;15;85177010;;0.023;1;20;PRE-SFP-T;S;2111000;415;003;5;ME;100001
